status_checking_account,loan_duration,credit_history,purpose,loan_amount,savings_account_bonds,employment_duration,age_years,job,loan_approval
no_account,short_term,existing_credits_paid,electronics,low_credit,low_savings,4_to_7_years,young,skilled_employee,yes
negative_balance,short_term,all_credits_paid,electronics,low_credit,low_savings,1_to_4_years,young,unskilled_resident,no
no_account,medium_term,critical_account,used_car,medium_credit,no_savings,4_to_7_years,young,skilled_employee,yes
no_account,short_term,critical_account,repairs,low_credit,no_savings,4_to_7_years,young,skilled_employee,yes
no_account,short_term,all_credits_paid,electronics,low_credit,high_savings,more_than_7_years,middle_aged,unskilled_resident,yes
negative_balance,medium_term,existing_credits_paid,electronics,medium_credit,low_savings,4_to_7_years,young,skilled_employee,no
small_balance,short_term,critical_account,new_car,low_credit,medium_savings,less_than_1_year,young,skilled_employee,yes
small_balance,short_term,existing_credits_paid,education,low_credit,low_savings,4_to_7_years,old,management,yes
small_balance,short_term,existing_credits_paid,electronics,low_credit,low_savings,less_than_1_year,young,skilled_employee,no
small_balance,short_term,no_credits,new_car,low_credit,medium_savings,less_than_1_year,young,skilled_employee,no
no_account,short_term,no_credits,new_car,medium_credit,no_savings,1_to_4_years,young,skilled_employee,no
negative_balance,short_term,all_credits_paid,furniture,low_credit,low_savings,4_to_7_years,young,skilled_employee,no
small_balance,short_term,critical_account,furniture,low_credit,low_savings,less_than_1_year,young,unskilled_resident,no
negative_balance,short_term,existing_credits_paid,used_car,low_credit,no_savings,more_than_7_years,middle_aged,skilled_employee,yes
negative_balance,short_term,all_credits_paid,electronics,low_credit,low_savings,4_to_7_years,young,unskilled_resident,no
large_balance,short_term,delayed_payment,electronics,low_credit,low_savings,less_than_1_year,young,skilled_employee,yes
small_balance,medium_term,existing_credits_paid,new_car,high_credit,no_savings,1_to_4_years,middle_aged,skilled_employee,no
small_balance,short_term,delayed_payment,business,low_credit,no_savings,1_to_4_years,middle_aged,management,yes
small_balance,short_term,delayed_payment,electronics,low_credit,medium_savings,4_to_7_years,young,skilled_employee,yes
negative_balance,short_term,existing_credits_paid,new_car,low_credit,low_savings,4_to_7_years,middle_aged,skilled_employee,no
no_account,short_term,critical_account,electronics,low_credit,very_high_savings,more_than_7_years,young,skilled_employee,yes
small_balance,medium_term,existing_credits_paid,electronics,low_credit,no_savings,4_to_7_years,middle_aged,skilled_employee,yes
negative_balance,medium_term,existing_credits_paid,electronics,medium_credit,low_savings,1_to_4_years,young,skilled_employee,no
negative_balance,short_term,existing_credits_paid,furniture,low_credit,low_savings,less_than_1_year,young,unskilled_resident,no
no_account,medium_term,critical_account,electronics,medium_credit,low_savings,4_to_7_years,middle_aged,skilled_employee,yes
no_account,short_term,existing_credits_paid,used_car,medium_credit,no_savings,unemployed,young,management,yes
negative_balance,short_term,existing_credits_paid,business,low_credit,low_savings,1_to_4_years,young,unskilled_resident,yes
small_balance,short_term,existing_credits_paid,electronics,low_credit,low_savings,more_than_7_years,young,unskilled_resident,yes
no_account,short_term,critical_account,furniture,low_credit,low_savings,4_to_7_years,young,skilled_employee,yes
small_balance,short_term,existing_credits_paid,electronics,low_credit,low_savings,4_to_7_years,young,skilled_employee,yes
no_account,short_term,critical_account,education,low_credit,no_savings,1_to_4_years,young,skilled_employee,yes
small_balance,medium_term,critical_account,new_car,low_credit,low_savings,less_than_1_year,young,skilled_employee,no
no_account,short_term,existing_credits_paid,retraining,low_credit,low_savings,less_than_1_year,young,unskilled_resident,yes
small_balance,short_term,critical_account,new_car,low_credit,low_savings,more_than_7_years,young,skilled_employee,no
small_balance,short_term,critical_account,new_car,low_credit,low_savings,less_than_1_year,middle_aged,unskilled_resident,yes
no_account,short_term,existing_credits_paid,furniture,low_credit,low_savings,1_to_4_years,young,skilled_employee,yes
small_balance,medium_term,existing_credits_paid,repairs,low_credit,low_savings,less_than_1_year,young,unskilled_resident,no
no_account,short_term,existing_credits_paid,new_car,low_credit,no_savings,more_than_7_years,middle_aged,management,yes
negative_balance,short_term,existing_credits_paid,furniture,low_credit,low_savings,1_to_4_years,young,skilled_employee,no
negative_balance,short_term,critical_account,new_car,low_credit,low_savings,1_to_4_years,middle_aged,skilled_employee,yes
negative_balance,short_term,existing_credits_paid,furniture,low_credit,low_savings,1_to_4_years,young,unskilled_resident,yes
negative_balance,short_term,existing_credits_paid,appliances,low_credit,low_savings,1_to_4_years,middle_aged,unskilled_resident,no
negative_balance,short_term,critical_account,furniture,low_credit,low_savings,more_than_7_years,old,skilled_employee,no
negative_balance,short_term,critical_account,electronics,low_credit,low_savings,4_to_7_years,old,unskilled_resident,yes
small_balance,short_term,delayed_payment,new_car,low_credit,no_savings,1_to_4_years,middle_aged,skilled_employee,yes
no_account,short_term,existing_credits_paid,business,low_credit,very_high_savings,more_than_7_years,middle_aged,unskilled_resident,yes
small_balance,short_term,existing_credits_paid,new_car,low_credit,low_savings,1_to_4_years,young,unskilled_resident,no
negative_balance,short_term,all_credits_paid,others,low_credit,no_savings,more_than_7_years,middle_aged,management,no
small_balance,short_term,all_credits_paid,new_car,low_credit,medium_savings,less_than_1_year,young,unskilled_resident,no
negative_balance,short_term,existing_credits_paid,new_car,low_credit,low_savings,4_to_7_years,young,skilled_employee,no
small_balance,short_term,no_credits,business,low_credit,low_savings,1_to_4_years,middle_aged,unskilled_resident,no
no_account,short_term,critical_account,new_car,low_credit,low_savings,4_to_7_years,young,skilled_employee,no
no_account,short_term,delayed_payment,business,low_credit,low_savings,1_to_4_years,young,skilled_employee,yes
small_balance,short_term,existing_credits_paid,electronics,low_credit,low_savings,less_than_1_year,middle_aged,skilled_employee,yes
small_balance,short_term,existing_credits_paid,furniture,low_credit,low_savings,1_to_4_years,young,skilled_employee,no
small_balance,short_term,all_credits_paid,education,low_credit,low_savings,4_to_7_years,young,unskilled_resident,no
no_account,medium_term,existing_credits_paid,furniture,low_credit,low_savings,1_to_4_years,young,management,no
large_balance,short_term,existing_credits_paid,furniture,low_credit,low_savings,less_than_1_year,young,skilled_employee,yes
negative_balance,short_term,all_credits_paid,furniture,low_credit,high_savings,1_to_4_years,young,skilled_employee,yes
no_account,short_term,critical_account,business,low_credit,low_savings,1_to_4_years,old,management,yes
small_balance,medium_term,existing_credits_paid,electronics,low_credit,medium_savings,1_to_4_years,middle_aged,skilled_employee,no
no_account,short_term,existing_credits_paid,electronics,low_credit,low_savings,less_than_1_year,young,skilled_employee,yes
no_account,short_term,existing_credits_paid,used_car,low_credit,no_savings,more_than_7_years,middle_aged,skilled_employee,yes
negative_balance,short_term,existing_credits_paid,appliances,low_credit,medium_savings,unemployed,young,skilled_employee,no
large_balance,short_term,existing_credits_paid,new_car,low_credit,medium_savings,more_than_7_years,middle_aged,unskilled_resident,no
negative_balance,short_term,existing_credits_paid,electronics,low_credit,very_high_savings,less_than_1_year,young,skilled_employee,yes
negative_balance,short_term,all_credits_paid,used_car,low_credit,low_savings,1_to_4_years,young,skilled_employee,yes
no_account,short_term,delayed_payment,furniture,low_credit,low_savings,4_to_7_years,young,skilled_employee,no
small_balance,medium_term,no_credits,business,high_credit,no_savings,1_to_4_years,middle_aged,management,yes
small_balance,long_term,delayed_payment,electronics,medium_credit,no_savings,1_to_4_years,young,management,yes
negative_balance,short_term,critical_account,new_car,low_credit,low_savings,1_to_4_years,middle_aged,skilled_employee,yes
small_balance,medium_term,existing_credits_paid,furniture,low_credit,medium_savings,1_to_4_years,young,skilled_employee,no
no_account,short_term,existing_credits_paid,new_car,low_credit,low_savings,1_to_4_years,middle_aged,unskilled_resident,yes
small_balance,short_term,critical_account,business,low_credit,low_savings,4_to_7_years,young,skilled_employee,yes
no_account,short_term,critical_account,new_car,low_credit,low_savings,1_to_4_years,young,skilled_employee,no
no_account,medium_term,existing_credits_paid,business,low_credit,no_savings,1_to_4_years,middle_aged,skilled_employee,no
negative_balance,short_term,existing_credits_paid,furniture,low_credit,low_savings,less_than_1_year,young,skilled_employee,yes
negative_balance,short_term,existing_credits_paid,electronics,low_credit,low_savings,1_to_4_years,old,skilled_employee,no
no_account,short_term,existing_credits_paid,electronics,low_credit,no_savings,more_than_7_years,young,skilled_employee,yes
large_balance,short_term,existing_credits_paid,furniture,low_credit,low_savings,1_to_4_years,middle_aged,skilled_employee,yes
small_balance,short_term,all_credits_paid,new_car,low_credit,medium_savings,4_to_7_years,young,skilled_employee,no
no_account,medium_term,critical_account,furniture,low_credit,high_savings,1_to_4_years,middle_aged,skilled_employee,yes
no_account,short_term,existing_credits_paid,education,low_credit,no_savings,more_than_7_years,old,unskilled_resident,yes
negative_balance,short_term,existing_credits_paid,electronics,low_credit,low_savings,1_to_4_years,young,skilled_employee,yes
negative_balance,short_term,all_credits_paid,furniture,low_credit,low_savings,1_to_4_years,middle_aged,skilled_employee,no
small_balance,short_term,existing_credits_paid,electronics,low_credit,no_savings,less_than_1_year,young,skilled_employee,yes
no_account,short_term,existing_credits_paid,furniture,low_credit,low_savings,less_than_1_year,young,skilled_employee,no
small_balance,short_term,existing_credits_paid,new_car,low_credit,low_savings,less_than_1_year,young,unskilled_resident,no
no_account,short_term,existing_credits_paid,education,low_credit,low_savings,more_than_7_years,middle_aged,skilled_employee,yes
no_account,short_term,existing_credits_paid,electronics,low_credit,high_savings,4_to_7_years,young,skilled_employee,yes
no_account,long_term,delayed_payment,electronics,very_high_credit,low_savings,4_to_7_years,young,skilled_employee,yes
no_account,short_term,existing_credits_paid,electronics,low_credit,low_savings,less_than_1_year,young,skilled_employee,yes
negative_balance,medium_term,delayed_payment,electronics,low_credit,low_savings,4_to_7_years,young,skilled_employee,no
negative_balance,short_term,existing_credits_paid,education,low_credit,low_savings,unemployed,young,unemployed,no
small_balance,short_term,existing_credits_paid,repairs,low_credit,low_savings,more_than_7_years,middle_aged,unskilled_resident,yes
no_account,short_term,existing_credits_paid,education,low_credit,medium_savings,1_to_4_years,middle_aged,management,no
no_account,short_term,critical_account,electronics,low_credit,low_savings,4_to_7_years,young,skilled_employee,yes
negative_balance,short_term,critical_account,electronics,low_credit,low_savings,4_to_7_years,young,management,yes
no_account,medium_term,delayed_payment,business,medium_credit,no_savings,less_than_1_year,young,skilled_employee,no
negative_balance,medium_term,no_credits,furniture,low_credit,low_savings,1_to_4_years,young,skilled_employee,yes
no_account,short_term,existing_credits_paid,new_car,low_credit,high_savings,1_to_4_years,young,skilled_employee,no
large_balance,short_term,existing_credits_paid,new_car,low_credit,low_savings,4_to_7_years,middle_aged,skilled_employee,no
negative_balance,short_term,existing_credits_paid,education,low_credit,low_savings,1_to_4_years,middle_aged,unskilled_resident,no
negative_balance,medium_term,existing_credits_paid,education,medium_credit,low_savings,4_to_7_years,middle_aged,management,yes
small_balance,short_term,existing_credits_paid,furniture,low_credit,low_savings,1_to_4_years,middle_aged,unskilled_resident,no
negative_balance,short_term,existing_credits_paid,new_car,low_credit,low_savings,more_than_7_years,middle_aged,skilled_employee,no
small_balance,medium_term,delayed_payment,new_car,medium_credit,medium_savings,more_than_7_years,middle_aged,management,no
no_account,short_term,critical_account,used_car,low_credit,low_savings,4_to_7_years,young,skilled_employee,yes
negative_balance,short_term,existing_credits_paid,new_car,low_credit,low_savings,unemployed,young,skilled_employee,yes
small_balance,short_term,existing_credits_paid,new_car,low_credit,low_savings,more_than_7_years,middle_aged,unskilled_resident,no
no_account,medium_term,existing_credits_paid,electronics,high_credit,no_savings,4_to_7_years,middle_aged,skilled_employee,yes
small_balance,medium_term,no_credits,business,low_credit,low_savings,1_to_4_years,young,skilled_employee,yes
small_balance,short_term,critical_account,furniture,medium_credit,low_savings,more_than_7_years,middle_aged,skilled_employee,yes
large_balance,short_term,existing_credits_paid,electronics,low_credit,low_savings,1_to_4_years,young,skilled_employee,yes
negative_balance,short_term,existing_credits_paid,new_car,low_credit,no_savings,1_to_4_years,young,skilled_employee,no
no_account,short_term,existing_credits_paid,furniture,low_credit,low_savings,more_than_7_years,middle_aged,skilled_employee,yes
small_balance,short_term,delayed_payment,furniture,low_credit,low_savings,unemployed,young,management,yes
large_balance,short_term,critical_account,education,low_credit,low_savings,1_to_4_years,middle_aged,unskilled_resident,yes
no_account,short_term,critical_account,others,medium_credit,low_savings,unemployed,young,management,yes
small_balance,medium_term,all_credits_paid,furniture,low_credit,very_high_savings,1_to_4_years,young,skilled_employee,yes
no_account,medium_term,all_credits_paid,business,low_credit,low_savings,1_to_4_years,young,skilled_employee,yes
negative_balance,short_term,critical_account,new_car,medium_credit,low_savings,more_than_7_years,middle_aged,skilled_employee,no
large_balance,medium_term,critical_account,electronics,low_credit,low_savings,more_than_7_years,middle_aged,skilled_employee,yes
no_account,short_term,critical_account,business,low_credit,medium_savings,1_to_4_years,young,unskilled_resident,yes
no_account,medium_term,existing_credits_paid,business,medium_credit,medium_savings,4_to_7_years,young,skilled_employee,yes
no_account,long_term,existing_credits_paid,new_car,high_credit,low_savings,more_than_7_years,middle_aged,management,yes
no_account,short_term,critical_account,new_car,low_credit,high_savings,1_to_4_years,young,skilled_employee,yes
no_account,short_term,delayed_payment,business,low_credit,high_savings,less_than_1_year,middle_aged,unskilled_resident,no
no_account,medium_term,critical_account,electronics,low_credit,low_savings,4_to_7_years,young,management,yes
no_account,short_term,critical_account,furniture,medium_credit,low_savings,more_than_7_years,young,skilled_employee,yes
small_balance,long_term,existing_credits_paid,electronics,medium_credit,medium_savings,1_to_4_years,young,skilled_employee,no
negative_balance,short_term,existing_credits_paid,electronics,low_credit,low_savings,more_than_7_years,old,unskilled_resident,yes
no_account,short_term,existing_credits_paid,electronics,low_credit,low_savings,less_than_1_year,young,skilled_employee,yes
no_account,short_term,existing_credits_paid,education,low_credit,low_savings,less_than_1_year,old,skilled_employee,yes
no_account,short_term,existing_credits_paid,electronics,low_credit,no_savings,1_to_4_years,middle_aged,skilled_employee,yes
no_account,short_term,delayed_payment,electronics,low_credit,low_savings,1_to_4_years,young,skilled_employee,yes
no_account,short_term,critical_account,electronics,medium_credit,low_savings,less_than_1_year,middle_aged,skilled_employee,yes
small_balance,medium_term,delayed_payment,business,high_credit,medium_savings,4_to_7_years,young,unskilled_resident,yes
no_account,long_term,existing_credits_paid,new_car,medium_credit,no_savings,1_to_4_years,young,skilled_employee,yes
large_balance,short_term,critical_account,electronics,low_credit,no_savings,4_to_7_years,young,skilled_employee,yes
small_balance,medium_term,delayed_payment,new_car,low_credit,medium_savings,more_than_7_years,young,skilled_employee,yes
no_account,short_term,existing_credits_paid,electronics,low_credit,medium_savings,more_than_7_years,young,skilled_employee,yes
negative_balance,short_term,existing_credits_paid,new_car,low_credit,very_high_savings,1_to_4_years,young,skilled_employee,yes
negative_balance,short_term,critical_account,furniture,low_credit,low_savings,1_to_4_years,young,skilled_employee,yes
small_balance,short_term,existing_credits_paid,repairs,low_credit,medium_savings,1_to_4_years,young,unskilled_resident,yes
small_balance,short_term,existing_credits_paid,electronics,low_credit,medium_savings,less_than_1_year,young,skilled_employee,yes
negative_balance,short_term,critical_account,new_car,low_credit,no_savings,less_than_1_year,middle_aged,unskilled_resident,yes
no_account,short_term,existing_credits_paid,electronics,low_credit,low_savings,4_to_7_years,young,skilled_employee,yes
no_account,short_term,existing_credits_paid,used_car,low_credit,high_savings,1_to_4_years,middle_aged,skilled_employee,yes
small_balance,short_term,existing_credits_paid,electronics,low_credit,low_savings,4_to_7_years,young,skilled_employee,yes
no_account,short_term,critical_account,new_car,low_credit,low_savings,unemployed,middle_aged,unemployed,yes
no_account,short_term,critical_account,electronics,low_credit,low_savings,1_to_4_years,young,skilled_employee,yes
large_balance,short_term,existing_credits_paid,education,low_credit,low_savings,more_than_7_years,middle_aged,management,yes
no_account,short_term,existing_credits_paid,furniture,low_credit,high_savings,1_to_4_years,young,unskilled_resident,no
negative_balance,medium_term,critical_account,used_car,medium_credit,low_savings,more_than_7_years,middle_aged,skilled_employee,no
large_balance,short_term,existing_credits_paid,electronics,low_credit,medium_savings,more_than_7_years,middle_aged,skilled_employee,yes
small_balance,medium_term,delayed_payment,business,low_credit,medium_savings,more_than_7_years,middle_aged,skilled_employee,yes
small_balance,medium_term,existing_credits_paid,business,low_credit,low_savings,less_than_1_year,young,skilled_employee,yes
no_account,short_term,existing_credits_paid,new_car,medium_credit,high_savings,more_than_7_years,young,skilled_employee,yes
small_balance,medium_term,existing_credits_paid,new_car,medium_credit,medium_savings,4_to_7_years,young,skilled_employee,no
small_balance,short_term,no_credits,furniture,low_credit,low_savings,less_than_1_year,young,skilled_employee,no
small_balance,short_term,existing_credits_paid,electronics,low_credit,low_savings,more_than_7_years,young,skilled_employee,yes
small_balance,short_term,existing_credits_paid,electronics,low_credit,low_savings,1_to_4_years,middle_aged,unskilled_resident,yes
no_account,short_term,critical_account,electronics,low_credit,high_savings,more_than_7_years,young,management,yes
negative_balance,short_term,all_credits_paid,education,low_credit,low_savings,more_than_7_years,young,skilled_employee,no
no_account,short_term,existing_credits_paid,used_car,low_credit,no_savings,more_than_7_years,middle_aged,management,yes
negative_balance,short_term,critical_account,electronics,low_credit,low_savings,1_to_4_years,young,unskilled_resident,yes
small_balance,long_term,existing_credits_paid,new_car,very_high_credit,low_savings,4_to_7_years,young,management,no
no_account,medium_term,critical_account,used_car,medium_credit,no_savings,more_than_7_years,old,skilled_employee,yes
no_account,medium_term,critical_account,electronics,low_credit,no_savings,more_than_7_years,middle_aged,skilled_employee,yes
no_account,short_term,existing_credits_paid,electronics,low_credit,low_savings,1_to_4_years,young,management,yes
large_balance,short_term,critical_account,electronics,low_credit,no_savings,1_to_4_years,young,skilled_employee,yes
small_balance,short_term,no_credits,used_car,medium_credit,medium_savings,more_than_7_years,young,skilled_employee,yes
large_balance,short_term,no_credits,electronics,low_credit,low_savings,less_than_1_year,young,management,no
small_balance,short_term,all_credits_paid,education,low_credit,very_high_savings,less_than_1_year,young,skilled_employee,no
negative_balance,short_term,existing_credits_paid,new_car,low_credit,low_savings,1_to_4_years,young,unskilled_resident,no
small_balance,short_term,existing_credits_paid,electronics,low_credit,high_savings,1_to_4_years,old,unskilled_resident,yes
no_account,medium_term,existing_credits_paid,new_car,low_credit,low_savings,1_to_4_years,young,skilled_employee,no
no_account,short_term,critical_account,new_car,low_credit,very_high_savings,1_to_4_years,middle_aged,unskilled_resident,yes
no_account,short_term,critical_account,electronics,low_credit,high_savings,1_to_4_years,middle_aged,unskilled_resident,yes
negative_balance,short_term,existing_credits_paid,electronics,low_credit,low_savings,1_to_4_years,young,skilled_employee,no
small_balance,medium_term,all_credits_paid,business,medium_credit,low_savings,more_than_7_years,old,skilled_employee,no
large_balance,short_term,critical_account,business,low_credit,very_high_savings,1_to_4_years,middle_aged,skilled_employee,yes
small_balance,short_term,delayed_payment,electronics,medium_credit,low_savings,less_than_1_year,young,skilled_employee,yes
negative_balance,short_term,existing_credits_paid,electronics,low_credit,low_savings,1_to_4_years,young,unskilled_resident,no
small_balance,short_term,existing_credits_paid,electronics,low_credit,low_savings,4_to_7_years,middle_aged,unskilled_resident,yes
no_account,short_term,existing_credits_paid,used_car,low_credit,very_high_savings,1_to_4_years,young,skilled_employee,yes
no_account,short_term,critical_account,new_car,low_credit,low_savings,4_to_7_years,middle_aged,skilled_employee,yes
small_balance,medium_term,all_credits_paid,appliances,low_credit,no_savings,less_than_1_year,young,unemployed,yes
small_balance,short_term,existing_credits_paid,used_car,high_credit,low_savings,1_to_4_years,young,management,no
negative_balance,short_term,existing_credits_paid,new_car,low_credit,medium_savings,1_to_4_years,young,unskilled_resident,yes
no_account,short_term,critical_account,new_car,medium_credit,low_savings,4_to_7_years,middle_aged,management,yes
small_balance,medium_term,no_credits,business,low_credit,medium_savings,1_to_4_years,young,unskilled_resident,no
negative_balance,short_term,all_credits_paid,new_car,low_credit,medium_savings,4_to_7_years,young,skilled_employee,yes
small_balance,short_term,all_credits_paid,electronics,low_credit,low_savings,1_to_4_years,young,unskilled_resident,yes
no_account,short_term,existing_credits_paid,electronics,low_credit,no_savings,more_than_7_years,middle_aged,skilled_employee,yes
negative_balance,short_term,all_credits_paid,furniture,low_credit,high_savings,1_to_4_years,young,skilled_employee,yes
negative_balance,medium_term,critical_account,furniture,very_high_credit,no_savings,4_to_7_years,young,management,yes
negative_balance,short_term,critical_account,business,low_credit,low_savings,less_than_1_year,young,unskilled_resident,yes
negative_balance,short_term,existing_credits_paid,new_car,low_credit,low_savings,unemployed,young,skilled_employee,yes
negative_balance,short_term,existing_credits_paid,new_car,low_credit,low_savings,less_than_1_year,middle_aged,unskilled_resident,no
no_account,short_term,existing_credits_paid,used_car,medium_credit,no_savings,1_to_4_years,young,skilled_employee,yes
no_account,short_term,existing_credits_paid,used_car,low_credit,low_savings,4_to_7_years,young,skilled_employee,yes
negative_balance,short_term,existing_credits_paid,furniture,low_credit,low_savings,more_than_7_years,middle_aged,skilled_employee,yes
negative_balance,short_term,existing_credits_paid,new_car,low_credit,low_savings,less_than_1_year,young,unskilled_resident,no
small_balance,short_term,existing_credits_paid,business,low_credit,medium_savings,4_to_7_years,young,unskilled_resident,yes
no_account,medium_term,critical_account,electronics,medium_credit,low_savings,4_to_7_years,young,skilled_employee,yes
no_account,short_term,delayed_payment,repairs,low_credit,very_high_savings,more_than_7_years,middle_aged,skilled_employee,no
negative_balance,short_term,existing_credits_paid,new_car,low_credit,no_savings,4_to_7_years,young,skilled_employee,no
large_balance,short_term,critical_account,new_car,low_credit,low_savings,1_to_4_years,old,unemployed,yes
large_balance,short_term,critical_account,electronics,low_credit,no_savings,1_to_4_years,middle_aged,skilled_employee,no
no_account,short_term,existing_credits_paid,new_car,low_credit,low_savings,1_to_4_years,young,skilled_employee,yes
negative_balance,short_term,critical_account,new_car,low_credit,low_savings,more_than_7_years,young,skilled_employee,no
no_account,short_term,critical_account,new_car,medium_credit,no_savings,more_than_7_years,old,skilled_employee,yes
negative_balance,short_term,critical_account,furniture,low_credit,low_savings,1_to_4_years,young,skilled_employee,no
negative_balance,short_term,existing_credits_paid,electronics,low_credit,low_savings,1_to_4_years,young,unskilled_resident,yes
no_account,short_term,critical_account,new_car,high_credit,no_savings,more_than_7_years,young,management,no
no_account,short_term,critical_account,new_car,low_credit,medium_savings,4_to_7_years,young,skilled_employee,yes
small_balance,short_term,existing_credits_paid,electronics,low_credit,low_savings,more_than_7_years,middle_aged,unskilled_resident,yes
negative_balance,medium_term,existing_credits_paid,furniture,low_credit,low_savings,less_than_1_year,young,unskilled_resident,no
no_account,short_term,existing_credits_paid,used_car,low_credit,no_savings,less_than_1_year,young,skilled_employee,yes
small_balance,short_term,critical_account,furniture,low_credit,low_savings,more_than_7_years,young,skilled_employee,yes
no_account,short_term,critical_account,electronics,low_credit,low_savings,more_than_7_years,old,unskilled_resident,yes
negative_balance,short_term,existing_credits_paid,used_car,low_credit,no_savings,more_than_7_years,young,skilled_employee,yes
negative_balance,medium_term,critical_account,education,medium_credit,low_savings,1_to_4_years,young,management,no
no_account,short_term,critical_account,used_car,low_credit,low_savings,more_than_7_years,middle_aged,management,yes
no_account,short_term,critical_account,electronics,low_credit,medium_savings,more_than_7_years,middle_aged,skilled_employee,yes
large_balance,short_term,critical_account,new_car,low_credit,high_savings,unemployed,old,unemployed,yes
negative_balance,short_term,existing_credits_paid,new_car,low_credit,no_savings,1_to_4_years,young,skilled_employee,no
no_account,medium_term,critical_account,new_car,low_credit,low_savings,4_to_7_years,middle_aged,skilled_employee,yes
negative_balance,short_term,existing_credits_paid,electronics,low_credit,low_savings,4_to_7_years,young,skilled_employee,yes
no_account,medium_term,critical_account,used_car,medium_credit,very_high_savings,more_than_7_years,middle_aged,management,yes
small_balance,short_term,existing_credits_paid,repairs,low_credit,low_savings,unemployed,old,skilled_employee,yes
small_balance,medium_term,critical_account,electronics,medium_credit,low_savings,4_to_7_years,young,skilled_employee,no
no_account,short_term,critical_account,new_car,low_credit,very_high_savings,more_than_7_years,old,skilled_employee,yes
small_balance,short_term,no_credits,retraining,low_credit,low_savings,1_to_4_years,young,unskilled_resident,yes
small_balance,short_term,existing_credits_paid,new_car,low_credit,medium_savings,less_than_1_year,young,unskilled_resident,no
small_balance,short_term,existing_credits_paid,used_car,medium_credit,no_savings,unemployed,old,management,yes
small_balance,short_term,existing_credits_paid,business,low_credit,very_high_savings,1_to_4_years,young,unskilled_resident,yes
no_account,short_term,existing_credits_paid,electronics,low_credit,high_savings,more_than_7_years,middle_aged,skilled_employee,yes
no_account,medium_term,critical_account,used_car,low_credit,no_savings,more_than_7_years,middle_aged,skilled_employee,yes
small_balance,medium_term,delayed_payment,education,medium_credit,low_savings,more_than_7_years,middle_aged,skilled_employee,no
negative_balance,medium_term,critical_account,education,medium_credit,low_savings,1_to_4_years,young,skilled_employee,no
small_balance,short_term,existing_credits_paid,business,low_credit,low_savings,more_than_7_years,middle_aged,skilled_employee,no
no_account,short_term,existing_credits_paid,used_car,medium_credit,no_savings,more_than_7_years,middle_aged,management,yes
no_account,short_term,critical_account,furniture,low_credit,no_savings,1_to_4_years,young,skilled_employee,yes
large_balance,short_term,existing_credits_paid,furniture,low_credit,low_savings,more_than_7_years,middle_aged,skilled_employee,yes
no_account,short_term,existing_credits_paid,furniture,low_credit,high_savings,more_than_7_years,young,skilled_employee,yes
no_account,short_term,existing_credits_paid,furniture,low_credit,medium_savings,less_than_1_year,young,skilled_employee,yes
negative_balance,short_term,existing_credits_paid,used_car,medium_credit,no_savings,more_than_7_years,middle_aged,skilled_employee,no
no_account,short_term,critical_account,furniture,low_credit,low_savings,less_than_1_year,young,unskilled_resident,yes
no_account,short_term,delayed_payment,new_car,low_credit,no_savings,more_than_7_years,middle_aged,skilled_employee,yes
small_balance,short_term,existing_credits_paid,new_car,low_credit,no_savings,less_than_1_year,young,unemployed,yes
no_account,short_term,critical_account,education,low_credit,low_savings,more_than_7_years,middle_aged,skilled_employee,yes
small_balance,short_term,critical_account,electronics,low_credit,low_savings,more_than_7_years,middle_aged,unskilled_resident,yes
negative_balance,short_term,critical_account,furniture,low_credit,low_savings,more_than_7_years,young,skilled_employee,yes
no_account,short_term,critical_account,electronics,low_credit,no_savings,more_than_7_years,young,skilled_employee,yes
small_balance,short_term,existing_credits_paid,new_car,medium_credit,no_savings,unemployed,young,unemployed,yes
negative_balance,medium_term,existing_credits_paid,new_car,medium_credit,low_savings,4_to_7_years,young,skilled_employee,no
small_balance,short_term,existing_credits_paid,electronics,low_credit,low_savings,less_than_1_year,young,unskilled_resident,yes
no_account,short_term,critical_account,electronics,low_credit,no_savings,more_than_7_years,old,skilled_employee,yes
small_balance,medium_term,all_credits_paid,used_car,medium_credit,low_savings,unemployed,middle_aged,management,yes
small_balance,short_term,no_credits,new_car,low_credit,low_savings,less_than_1_year,young,unemployed,no
small_balance,short_term,existing_credits_paid,business,low_credit,low_savings,less_than_1_year,young,skilled_employee,yes
small_balance,short_term,existing_credits_paid,electronics,low_credit,low_savings,4_to_7_years,young,unskilled_resident,yes
negative_balance,medium_term,critical_account,used_car,high_credit,low_savings,4_to_7_years,young,skilled_employee,no
negative_balance,medium_term,existing_credits_paid,appliances,low_credit,low_savings,1_to_4_years,middle_aged,skilled_employee,no
negative_balance,medium_term,existing_credits_paid,new_car,low_credit,low_savings,4_to_7_years,middle_aged,skilled_employee,no
small_balance,medium_term,delayed_payment,new_car,medium_credit,low_savings,1_to_4_years,middle_aged,skilled_employee,yes
no_account,short_term,existing_credits_paid,appliances,low_credit,high_savings,1_to_4_years,old,skilled_employee,yes
no_account,short_term,critical_account,electronics,low_credit,low_savings,4_to_7_years,young,skilled_employee,yes
negative_balance,medium_term,existing_credits_paid,others,very_high_credit,low_savings,unemployed,middle_aged,management,yes
negative_balance,short_term,existing_credits_paid,electronics,low_credit,low_savings,1_to_4_years,young,skilled_employee,no
no_account,short_term,existing_credits_paid,new_car,low_credit,low_savings,1_to_4_years,young,skilled_employee,yes
